occurrence_id,value,bin,procedure,local_role,context
949,0,behavioral,update-commercial-insurer,update-commercial-insurer::_,if (regional-strike-volume = 0) and (proxy-attack-level = 0)
950,0.06,behavioral,update-commercial-insurer,update-commercial-insurer::_,let kappa-recovery (0.06 * tau-c-rate)
951,0.85,behavioral,update-commercial-insurer,update-commercial-insurer::awrp,set awrp (bound (awrp-baseline + disruption-posterior * 0.85) 0 1)
952,0,scale-bound,update-commercial-insurer,update-commercial-insurer::awrp,set awrp (bound (awrp-baseline + disruption-posterior * 0.85) 0 1)
953,1,scale-bound,update-commercial-insurer,update-commercial-insurer::awrp,set awrp (bound (awrp-baseline + disruption-posterior * 0.85) 0 1)
954,-1,behavioral,update-clock-trackers,update-clock-trackers::_,if military-pause? and tick-military-pause-start = -1 [
955,0.55,behavioral,update-clock-trackers,update-clock-trackers::_,if (awrp-peak >= 0.55) and (awrp < 0.40) and (tick-awrp-recovery = -1) [
956,0.40,behavioral,update-clock-trackers,update-clock-trackers::_,if (awrp-peak >= 0.55) and (awrp < 0.40) and (tick-awrp-recovery = -1) [
957,-1,behavioral,update-clock-trackers,update-clock-trackers::_,if (awrp-peak >= 0.55) and (awrp < 0.40) and (tick-awrp-recovery = -1) [
958,25,behavioral,update-clock-trackers,update-clock-trackers::_,if (risk-premium-peak >= 25) and (oil-risk-premium < 10) and (tick-price-recovery = -1) [
959,10,behavioral,update-clock-trackers,update-clock-trackers::_,if (risk-premium-peak >= 25) and (oil-risk-premium < 10) and (tick-price-recovery = -1) [
960,-1,behavioral,update-clock-trackers,update-clock-trackers::_,if (risk-premium-peak >= 25) and (oil-risk-premium < 10) and (tick-price-recovery = -1) [
961,0.50,behavioral,update-clock-trackers,update-clock-trackers::_,let awrp-half-recovery-threshold (awrp-baseline + (0.50 * (awrp-peak - awrp-baseline)))
962,0.55,behavioral,update-clock-trackers,update-clock-trackers::_,and (awrp-peak >= 0.55)
963,25,behavioral,update-clock-trackers,update-clock-trackers::_,and (risk-premium-peak >= 25)
964,0.30,behavioral,update-clock-trackers,update-clock-trackers::_,and (oil-risk-premium <= (0.30 * risk-premium-peak)) [
965,25,behavioral,update-clock-trackers,update-clock-trackers::_,and (risk-premium-peak >= 25)
966,0.50,behavioral,update-clock-trackers,update-clock-trackers::_,and (oil-risk-premium <= (0.50 * risk-premium-peak)) [
967,25,behavioral,update-clock-trackers,update-clock-trackers::_,and (risk-premium-peak >= 25)
968,0.80,behavioral,update-clock-trackers,update-clock-trackers::_,and (oil-risk-premium <= (0.80 * risk-premium-peak)) [
969,1,behavioral,perceived-action,perceived-action::_,if random-float 1 >= observation-error-rate [ report actual-action ]
970,1,behavioral,bayes-update,bayes-update::_,let denominator (numerator + (p-e-given-not-h * (1 - prior)))
971,0,behavioral,bayes-update,bayes-update::_,if denominator = 0 [ report prior ]
972,1,classifier,outcome-partial-closure,outcome-partial-closure::_,report ifelse-value (crisis-state =  ) [1] [0]
973,0,classifier,outcome-partial-closure,outcome-partial-closure::_,report ifelse-value (crisis-state =  ) [1] [0]
974,1,classifier,outcome-selective-passage,outcome-selective-passage::_,report ifelse-value (crisis-state =  ) [1] [0]
975,0,classifier,outcome-selective-passage,outcome-selective-passage::_,report ifelse-value (crisis-state =  ) [1] [0]
976,1,classifier,outcome-contested-reopening,outcome-contested-reopening::_,report ifelse-value (crisis-state =  ) [1] [0]
977,0,classifier,outcome-contested-reopening,outcome-contested-reopening::_,report ifelse-value (crisis-state =  ) [1] [0]
978,1,classifier,outcome-armed-bargaining,outcome-armed-bargaining::_,report ifelse-value (crisis-state =  ) [1] [0]
979,0,classifier,outcome-armed-bargaining,outcome-armed-bargaining::_,report ifelse-value (crisis-state =  ) [1] [0]
980,1,classifier,outcome-military-pause-economic-war,outcome-military-pause-economic-war::_,report ifelse-value (crisis-state =  ) [1] [0]
981,0,classifier,outcome-military-pause-economic-war,outcome-military-pause-economic-war::_,report ifelse-value (crisis-state =  ) [1] [0]
982,0.40,classifier,current-crisis-fit,current-crisis-fit::_,let target-throughput 0.40
983,102,classifier,current-crisis-fit,current-crisis-fit::_,let target-price 102
984,0.55,classifier,current-crisis-fit,current-crisis-fit::_,let target-insurance 0.55
985,0.55,classifier,current-crisis-fit,current-crisis-fit::_,let target-gnss 0.55
986,0.60,classifier,current-crisis-fit,current-crisis-fit::_,let target-permission 0.60
987,0.50,classifier,current-crisis-fit,current-crisis-fit::_,let target-diplomacy 0.50
988,0,classifier,current-crisis-fit,current-crisis-fit::_,let gap 0
989,28,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (strait-throughput - target-throughput) * 28))
990,0.38,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (brent-crude-price - target-price) * 0.38))
991,16,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (insurance-availability - target-insurance) * 16))
992,14,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (gnss-reliability - target-gnss) * 14))
993,14,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (permission-factor - target-permission) * 14))
994,10,classifier,current-crisis-fit,current-crisis-fit::gap,set gap (gap + (abs (diplomatic-momentum - target-diplomacy) * 10))
995,10,classifier,current-crisis-fit,current-crisis-fit::gap,if military-state =   and economic-war-active? [ set gap (gap - 10) ]
996,16,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap - 16) ]
997,8,classifier,current-crisis-fit,current-crisis-fit::gap,if economic-war-state =   [ set gap (gap - 8) ]
998,8,classifier,current-crisis-fit,current-crisis-fit::gap,if access-state =   [ set gap (gap - 8) ]
999,6,classifier,current-crisis-fit,current-crisis-fit::gap,if access-state =   [ set gap (gap - 6) ]
1000,10,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap - 10) ]
1001,6,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap + 6) ]
1002,10,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap + 10) ]
1003,14,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap + 14) ]
1004,12,classifier,current-crisis-fit,current-crisis-fit::gap,if crisis-state =   [ set gap (gap + 12) ]
1005,10,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score + 10) ]
1006,8,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score + 8) ]
1007,5,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score + 5) ]
1008,2,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score + 2) ]
1009,2,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score - 2) ]
1010,8,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score - 8) ]
1011,18,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score - 18) ]
1012,10,classifier,calibration-score,calibration-score::score,if crisis-state =   [ set score (score - 10) ]
1013,6,classifier,calibration-score,calibration-score::score,if military-state =   and economic-war-active? [ set score (score + 6) ]
1014,4,classifier,calibration-score,calibration-score::score,if economic-war-state =   [ set score (score + 4) ]
1015,4,classifier,calibration-score,calibration-score::score,if access-state =   [ set score (score + 4) ]
1016,10,classifier,calibration-score,calibration-score::score,set score (score + (10 * contested-reopening-share))
1017,7,classifier,calibration-score,calibration-score::score,set score (score + (7 * selective-passage-share))
1018,3,classifier,calibration-score,calibration-score::score,set score (score + (3 * partial-closure-share))
1019,2,classifier,calibration-score,calibration-score::score,if ever-contested-reopening? [ set score (score + 2) ]
1020,1.5,classifier,calibration-score,calibration-score::score,if ever-selective-passage? [ set score (score + 1.5) ]
1021,1,classifier,ever-backchannel,ever-backchannel::_,report ifelse-value ever-backchannel? [1] [0]
1022,0,classifier,ever-backchannel,ever-backchannel::_,report ifelse-value ever-backchannel? [1] [0]
1023,1,classifier,ever-ceasefire-talks,ever-ceasefire-talks::_,report ifelse-value ever-ceasefire-talks? [1] [0]
1024,0,classifier,ever-ceasefire-talks,ever-ceasefire-talks::_,report ifelse-value ever-ceasefire-talks? [1] [0]
1025,1,classifier,ever-fragile-arrangement,ever-fragile-arrangement::_,report ifelse-value ever-fragile-arrangement? [1] [0]
1026,0,classifier,ever-fragile-arrangement,ever-fragile-arrangement::_,report ifelse-value ever-fragile-arrangement? [1] [0]
1027,1,inert,no-talks-share,no-talks-share::_,report (ticks-in-no-talks / max (list 1 ticks))
1028,1,inert,backchannel-share,backchannel-share::_,report (ticks-in-backchannel / max (list 1 ticks))
1029,1,inert,ceasefire-talks-share,ceasefire-talks-share::_,report (ticks-in-ceasefire-talks / max (list 1 ticks))
1030,1,inert,fragile-arrangement-share,fragile-arrangement-share::_,report (ticks-in-fragile-arrangement / max (list 1 ticks))
1031,1,inert,diplomatic-activation-share,diplomatic-activation-share::_,report ((ticks-in-backchannel + ticks-in-ceasefire-talks + ticks-in-fragile-arrangement) / max (list 1 ticks))
1032,1,classifier,outcome-ceasefire,outcome-ceasefire::_,report ifelse-value (crisis-state =  ) [1] [0]
1033,0,classifier,outcome-ceasefire,outcome-ceasefire::_,report ifelse-value (crisis-state =  ) [1] [0]
1034,1,classifier,outcome-ground-war,outcome-ground-war::_,report ifelse-value (crisis-state =  ) [1] [0]
1035,0,classifier,outcome-ground-war,outcome-ground-war::_,report ifelse-value (crisis-state =  ) [1] [0]
1036,1,classifier,outcome-accidental-war,outcome-accidental-war::_,report ifelse-value (crisis-state =  ) [1] [0]
1037,0,classifier,outcome-accidental-war,outcome-accidental-war::_,report ifelse-value (crisis-state =  ) [1] [0]
1038,1,classifier,outcome-severe-escalation,outcome-severe-escalation::_,report ifelse-value (member? crisis-state [     ]) [1] [0]
1039,0,classifier,outcome-severe-escalation,outcome-severe-escalation::_,report ifelse-value (member? crisis-state [     ]) [1] [0]
1040,1,classifier,outcome-equilibrium-of-pain,outcome-equilibrium-of-pain::_,report ifelse-value (crisis-state =  ) [1] [0]
1041,0,classifier,outcome-equilibrium-of-pain,outcome-equilibrium-of-pain::_,report ifelse-value (crisis-state =  ) [1] [0]
1042,1,classifier,outcome-escalation-cascade,outcome-escalation-cascade::_,report ifelse-value (crisis-state =  ) [1] [0]
1043,0,classifier,outcome-escalation-cascade,outcome-escalation-cascade::_,report ifelse-value (crisis-state =  ) [1] [0]
1044,1,classifier,outcome-bargaining-timeout,outcome-bargaining-timeout::_,report ifelse-value (crisis-state =  ) [1] [0]
1045,0,classifier,outcome-bargaining-timeout,outcome-bargaining-timeout::_,report ifelse-value (crisis-state =  ) [1] [0]
1046,1,classifier,ever-selective-passage,ever-selective-passage::_,report ifelse-value ever-selective-passage? [1] [0]
1047,0,classifier,ever-selective-passage,ever-selective-passage::_,report ifelse-value ever-selective-passage? [1] [0]
1048,1,classifier,ever-contested-reopening,ever-contested-reopening::_,report ifelse-value ever-contested-reopening? [1] [0]
1049,0,classifier,ever-contested-reopening,ever-contested-reopening::_,report ifelse-value ever-contested-reopening? [1] [0]
1050,1,classifier,ever-partial-closure,ever-partial-closure::_,report ifelse-value ever-partial-closure? [1] [0]
1051,0,classifier,ever-partial-closure,ever-partial-closure::_,report ifelse-value ever-partial-closure? [1] [0]
1052,1,classifier,selective-passage-share,selective-passage-share::_,report ticks-in-selective-passage / max list 1 ticks
1053,1,classifier,contested-reopening-share,contested-reopening-share::_,report ticks-in-contested-reopening / max list 1 ticks
1054,1,classifier,partial-closure-share,partial-closure-share::_,report ticks-in-partial-closure / max list 1 ticks
1055,0,behavioral,tau-c-over-tau-m,tau-c-over-tau-m::_,if tau-c-rate <= 0 [ report 999 ]
1056,999,behavioral,tau-c-over-tau-m,tau-c-over-tau-m::_,if tau-c-rate <= 0 [ report 999 ]
1057,0,behavioral,tau-k-over-tau-m,tau-k-over-tau-m::_,if tau-k-rate <= 0 [ report 999 ]
1058,999,behavioral,tau-k-over-tau-m,tau-k-over-tau-m::_,if tau-k-rate <= 0 [ report 999 ]
1059,0,behavioral,tau-d-over-tau-m,tau-d-over-tau-m::_,if tau-d-rate <= 0 [ report 999 ]
1060,999,behavioral,tau-d-over-tau-m,tau-d-over-tau-m::_,if tau-d-rate <= 0 [ report 999 ]
1061,-1,classifier,awrp-recovery-lag,awrp-recovery-lag::_,if tick-military-pause-start = -1 [ report -1 ]
1062,-1,classifier,awrp-recovery-lag,awrp-recovery-lag::_,if tick-military-pause-start = -1 [ report -1 ]
1063,-1,classifier,awrp-recovery-lag,awrp-recovery-lag::_,if tick-awrp-recovery = -1 [ report -1 ]
1064,-1,classifier,awrp-recovery-lag,awrp-recovery-lag::_,if tick-awrp-recovery = -1 [ report -1 ]
1065,-1,classifier,price-recovery-lag,price-recovery-lag::_,if tick-military-pause-start = -1 [ report -1 ]
1066,-1,classifier,price-recovery-lag,price-recovery-lag::_,if tick-military-pause-start = -1 [ report -1 ]
1067,-1,classifier,price-recovery-lag,price-recovery-lag::_,if tick-price-recovery = -1 [ report -1 ]
1068,-1,classifier,price-recovery-lag,price-recovery-lag::_,if tick-price-recovery = -1 [ report -1 ]
1069,1,classifier,outcome-managed-stalemate,outcome-managed-stalemate::_,report ifelse-value (crisis-state =  ) [1] [0]
1070,0,classifier,outcome-managed-stalemate,outcome-managed-stalemate::_,report ifelse-value (crisis-state =  ) [1] [0]
1071,1,classifier,ever-managed-stalemate,ever-managed-stalemate::_,report ifelse-value ever-managed-stalemate? [1] [0]
1072,0,classifier,ever-managed-stalemate,ever-managed-stalemate::_,report ifelse-value ever-managed-stalemate? [1] [0]
1073,0.11,classifier,insurance-floor-hit,insurance-floor-hit::_,report ifelse-value (insurance-availability <= 0.11) [1] [0]
1074,1,classifier,insurance-floor-hit,insurance-floor-hit::_,report ifelse-value (insurance-availability <= 0.11) [1] [0]
1075,0,classifier,insurance-floor-hit,insurance-floor-hit::_,report ifelse-value (insurance-availability <= 0.11) [1] [0]
1076,0.99,classifier,operator-caution-ceiling-hit,operator-caution-ceiling-hit::_,report ifelse-value (operator-caution >= 0.99) [1] [0]
1077,1,classifier,operator-caution-ceiling-hit,operator-caution-ceiling-hit::_,report ifelse-value (operator-caution >= 0.99) [1] [0]
1078,0,classifier,operator-caution-ceiling-hit,operator-caution-ceiling-hit::_,report ifelse-value (operator-caution >= 0.99) [1] [0]
1079,0.95,classifier,awrp-ceiling-hit,awrp-ceiling-hit::_,report ifelse-value (awrp >= 0.95) [1] [0]
1080,1,classifier,awrp-ceiling-hit,awrp-ceiling-hit::_,report ifelse-value (awrp >= 0.95) [1] [0]
1081,0,classifier,awrp-ceiling-hit,awrp-ceiling-hit::_,report ifelse-value (awrp >= 0.95) [1] [0]
1082,50,classifier,risk-premium-high-hit,risk-premium-high-hit::_,report ifelse-value (oil-risk-premium >= 50) [1] [0]
1083,1,classifier,risk-premium-high-hit,risk-premium-high-hit::_,report ifelse-value (oil-risk-premium >= 50) [1] [0]
1084,0,classifier,risk-premium-high-hit,risk-premium-high-hit::_,report ifelse-value (oil-risk-premium >= 50) [1] [0]
1085,-1,classifier,tau-c-leads-tau-m?,tau-c-leads-tau-m?::_,if tick-awrp-recovery = -1 [ report false ]
1086,-1,classifier,tau-c-leads-tau-m?,tau-c-leads-tau-m?::_,if tick-military-pause-start = -1 [ report false ]
1087,1,classifier,outcome-tau-c-leads,outcome-tau-c-leads::_,report ifelse-value tau-c-leads-tau-m? [1] [0]
1088,0,classifier,outcome-tau-c-leads,outcome-tau-c-leads::_,report ifelse-value tau-c-leads-tau-m? [1] [0]
1089,1,classifier,major-action-this-tick-flag,major-action-this-tick-flag::_,report ifelse-value (major-action-this-tick? = true) [1] [0]
1090,0,classifier,major-action-this-tick-flag,major-action-this-tick-flag::_,report ifelse-value (major-action-this-tick? = true) [1] [0]
1091,1,classifier,low-intensity-military-flag,low-intensity-military-flag::_,report ifelse-value (low-intensity-military? = true) [1] [0]
1092,0,classifier,low-intensity-military-flag,low-intensity-military-flag::_,report ifelse-value (low-intensity-military? = true) [1] [0]
1093,1,classifier,military-pause-window-flag,military-pause-window-flag::_,report ifelse-value military-pause-window? [1] [0]
1094,0,classifier,military-pause-window-flag,military-pause-window-flag::_,report ifelse-value military-pause-window? [1] [0]
1095,0,classifier,ms-share,ms-share::_,if ticks <= 0 [ report 0 ]
1096,0,classifier,ms-share,ms-share::_,if ticks <= 0 [ report 0 ]
1097,2,scale-bound,ms-condition-this-tick,ms-condition-this-tick::_,and (commercial-non-normalization-score >= 2)
1098,10,classifier,ms-condition-this-tick,ms-condition-this-tick::_,and (oil-risk-premium > 10)
1099,1,classifier,ms-condition-this-tick,ms-condition-this-tick::_,report ifelse-value c [1] [0]
1100,0,classifier,ms-condition-this-tick,ms-condition-this-tick::_,report ifelse-value c [1] [0]
1101,1,classifier,military-deescalation-window-flag,military-deescalation-window-flag::_,report ifelse-value (military-deescalation-window? = true) [1] [0]
1102,0,classifier,military-deescalation-window-flag,military-deescalation-window-flag::_,report ifelse-value (military-deescalation-window? = true) [1] [0]
1103,-1,classifier,awrp-recovery-lag-frac,awrp-recovery-lag-frac::_,if tick-military-pause-start = -1 [ report -1 ]
1104,-1,classifier,awrp-recovery-lag-frac,awrp-recovery-lag-frac::_,if tick-military-pause-start = -1 [ report -1 ]
1105,-1,classifier,awrp-recovery-lag-frac,awrp-recovery-lag-frac::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1106,-1,classifier,awrp-recovery-lag-frac,awrp-recovery-lag-frac::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1107,-1,classifier,price-recovery-lag-frac,price-recovery-lag-frac::_,if tick-military-pause-start = -1 [ report -1 ]
1108,-1,classifier,price-recovery-lag-frac,price-recovery-lag-frac::_,if tick-military-pause-start = -1 [ report -1 ]
1109,-1,classifier,price-recovery-lag-frac,price-recovery-lag-frac::_,if tick-price-recovery-frac = -1 [ report -1 ]
1110,-1,classifier,price-recovery-lag-frac,price-recovery-lag-frac::_,if tick-price-recovery-frac = -1 [ report -1 ]
1111,-1,classifier,tau-c-leads-tau-m-frac?,tau-c-leads-tau-m-frac?::_,if tick-awrp-recovery-frac = -1 [ report false ]
1112,-1,classifier,tau-c-leads-tau-m-frac?,tau-c-leads-tau-m-frac?::_,if tick-military-pause-start = -1 [ report false ]
1113,1,classifier,outcome-tau-c-leads-frac,outcome-tau-c-leads-frac::_,report ifelse-value tau-c-leads-tau-m-frac? [1] [0]
1114,0,classifier,outcome-tau-c-leads-frac,outcome-tau-c-leads-frac::_,report ifelse-value tau-c-leads-tau-m-frac? [1] [0]
1115,-1,classifier,awrp-recovery-lag-frac-window,awrp-recovery-lag-frac-window::_,if tick-military-pause-window-start = -1 [ report -1 ]
1116,-1,classifier,awrp-recovery-lag-frac-window,awrp-recovery-lag-frac-window::_,if tick-military-pause-window-start = -1 [ report -1 ]
1117,-1,classifier,awrp-recovery-lag-frac-window,awrp-recovery-lag-frac-window::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1118,-1,classifier,awrp-recovery-lag-frac-window,awrp-recovery-lag-frac-window::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1119,-1,classifier,price-recovery-lag-frac-window,price-recovery-lag-frac-window::_,if tick-military-pause-window-start = -1 [ report -1 ]
1120,-1,classifier,price-recovery-lag-frac-window,price-recovery-lag-frac-window::_,if tick-military-pause-window-start = -1 [ report -1 ]
1121,-1,classifier,price-recovery-lag-frac-window,price-recovery-lag-frac-window::_,if tick-price-recovery-frac = -1 [ report -1 ]
1122,-1,classifier,price-recovery-lag-frac-window,price-recovery-lag-frac-window::_,if tick-price-recovery-frac = -1 [ report -1 ]
1123,-1,classifier,tau-c-leads-tau-m-frac-window?,tau-c-leads-tau-m-frac-window?::_,if tick-awrp-recovery-frac = -1 [ report false ]
1124,-1,classifier,tau-c-leads-tau-m-frac-window?,tau-c-leads-tau-m-frac-window?::_,if tick-military-pause-window-start = -1 [ report false ]
1125,1,classifier,outcome-tau-c-leads-frac-window,outcome-tau-c-leads-frac-window::_,report ifelse-value tau-c-leads-tau-m-frac-window? [1] [0]
1126,0,classifier,outcome-tau-c-leads-frac-window,outcome-tau-c-leads-frac-window::_,report ifelse-value tau-c-leads-tau-m-frac-window? [1] [0]
1127,-1,classifier,awrp-recovery-lag-frac-deescalation,awrp-recovery-lag-frac-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1128,-1,classifier,awrp-recovery-lag-frac-deescalation,awrp-recovery-lag-frac-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1129,-1,classifier,awrp-recovery-lag-frac-deescalation,awrp-recovery-lag-frac-deescalation::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1130,-1,classifier,awrp-recovery-lag-frac-deescalation,awrp-recovery-lag-frac-deescalation::_,if tick-awrp-recovery-frac = -1 [ report -1 ]
1131,-1,classifier,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1132,-1,classifier,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1133,-1,classifier,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation::_,if tick-price-recovery-frac = -1 [ report -1 ]
1134,-1,classifier,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation::_,if tick-price-recovery-frac = -1 [ report -1 ]
1135,-1,classifier,tau-c-leads-tau-m-frac-deescalation?,tau-c-leads-tau-m-frac-deescalation?::_,if tick-awrp-recovery-frac = -1 [ report false ]
1136,-1,classifier,tau-c-leads-tau-m-frac-deescalation?,tau-c-leads-tau-m-frac-deescalation?::_,if tick-military-deescalation-window-start = -1 [ report false ]
1137,1,classifier,outcome-tau-c-leads-frac-deescalation,outcome-tau-c-leads-frac-deescalation::_,report ifelse-value tau-c-leads-tau-m-frac-deescalation? [1] [0]
1138,0,classifier,outcome-tau-c-leads-frac-deescalation,outcome-tau-c-leads-frac-deescalation::_,report ifelse-value tau-c-leads-tau-m-frac-deescalation? [1] [0]
1139,0.50,classifier,awrp-frac-recovery-threshold,awrp-frac-recovery-threshold::_,report (awrp-baseline + (0.50 * (awrp-peak - awrp-baseline)))
1140,-1,classifier,price-recovery-lag-frac-strict,price-recovery-lag-frac-strict::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1141,-1,classifier,price-recovery-lag-frac-strict,price-recovery-lag-frac-strict::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1142,-1,classifier,price-recovery-lag-frac-strict,price-recovery-lag-frac-strict::_,if tick-price-recovery-frac-strict = -1 [ report -1 ]
1143,-1,classifier,price-recovery-lag-frac-strict,price-recovery-lag-frac-strict::_,if tick-price-recovery-frac-strict = -1 [ report -1 ]
1144,1,classifier,price-recovery-strict-fired,price-recovery-strict-fired::_,report ifelse-value price-recovery-frac-strict-fired? [1] [0]
1145,0,classifier,price-recovery-strict-fired,price-recovery-strict-fired::_,report ifelse-value price-recovery-frac-strict-fired? [1] [0]
1146,1,classifier,price-recovery-fired,price-recovery-fired::_,report ifelse-value price-recovery-frac-fired? [1] [0]
1147,0,classifier,price-recovery-fired,price-recovery-fired::_,report ifelse-value price-recovery-frac-fired? [1] [0]
1148,1,classifier,price-recovery-20pct-fired,price-recovery-20pct-fired::_,report ifelse-value price-recovery-20pct-fired? [1] [0]
1149,0,classifier,price-recovery-20pct-fired,price-recovery-20pct-fired::_,report ifelse-value price-recovery-20pct-fired? [1] [0]
1150,-1,classifier,price-recovery-lag-20pct-deescalation,price-recovery-lag-20pct-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1151,-1,classifier,price-recovery-lag-20pct-deescalation,price-recovery-lag-20pct-deescalation::_,if tick-military-deescalation-window-start = -1 [ report -1 ]
1152,-1,classifier,price-recovery-lag-20pct-deescalation,price-recovery-lag-20pct-deescalation::_,if tick-price-recovery-20pct = -1 [ report -1 ]
1153,-1,classifier,price-recovery-lag-20pct-deescalation,price-recovery-lag-20pct-deescalation::_,if tick-price-recovery-20pct = -1 [ report -1 ]
1154,0,classifier,risk-premium-decay-share,risk-premium-decay-share::_,if risk-premium-post-peak-ticks <= 0 [ report 0 ]
1155,0,classifier,risk-premium-decay-share,risk-premium-decay-share::_,if risk-premium-post-peak-ticks <= 0 [ report 0 ]
1156,0,classifier,risk-premium-post-deescalation-decay-share,risk-premium-post-deescalation-decay-share::_,if risk-premium-post-deescalation-ticks <= 0 [ report 0 ]
1157,0,classifier,risk-premium-post-deescalation-decay-share,risk-premium-post-deescalation-decay-share::_,if risk-premium-post-deescalation-ticks <= 0 [ report 0 ]
1158,0,classifier,risk-premium-normalized-recovery,risk-premium-normalized-recovery::_,if risk-premium-peak <= 0 [ report 0 ]
1159,0,classifier,risk-premium-normalized-recovery,risk-premium-normalized-recovery::_,if risk-premium-peak <= 0 [ report 0 ]
1160,0,scale-bound,risk-premium-normalized-recovery,risk-premium-normalized-recovery::_,report (bound ((risk-premium-peak - oil-risk-premium) / risk-premium-peak) 0 1)
1161,1,scale-bound,risk-premium-normalized-recovery,risk-premium-normalized-recovery::_,report (bound ((risk-premium-peak - oil-risk-premium) / risk-premium-peak) 0 1)
